"","ST","Year","Cluster","Fraction","Num","TotalYearCluster"
"461","91",2014,"274",0,265,0
"462","91",2015,"274",0,303,0
"463","91",2016,"274",0,300,0
"464","91",2017,"274",0.0028169014084507,355,1
"465","141",2002,"499",0,83,0
"466","141",2003,"499",0,121,0
"467","141",2004,"499",0,125,0
"468","141",2005,"499",0,134,0
"469","141",2006,"499",0,127,0
"470","141",2007,"499",0,140,0
"471","141",2008,"499",0,159,0
"472","141",2009,"499",0,192,0
"473","141",2010,"499",0,196,0
"474","141",2011,"499",0.0045045045045045,222,1
"475","141",2012,"499",0,277,0
"476","141",2013,"499",0,255,0
"477","141",2014,"499",0,265,0
"478","141",2015,"499",0,303,0
"479","141",2016,"499",0,300,0
"480","141",2017,"499",0,355,0
"481","421",2002,"820",0,83,0
"482","421",2003,"820",0,121,0
"483","421",2004,"820",0,125,0
"484","421",2005,"820",0,134,0
"485","421",2006,"820",0,127,0
"486","421",2007,"820",0,140,0
"487","421",2008,"820",0,159,0
"488","421",2009,"820",0.00520833333333333,192,1
"489","421",2010,"820",0,196,0
"490","421",2011,"820",0,222,0
"491","421",2012,"820",0,277,0
"492","421",2013,"820",0,255,0
"493","421",2014,"820",0,265,0
"494","421",2015,"820",0,303,0
"495","421",2016,"820",0,300,0
"496","421",2017,"820",0,355,0
"497","95",2002,"860",0,83,0
"498","95",2003,"860",0,121,0
"499","95",2004,"860",0,125,0
"500","95",2005,"860",0,134,0
"501","95",2006,"860",0,127,0
"502","95",2007,"860",0,140,0
"503","95",2008,"860",0,159,0
"504","95",2009,"860",0,192,0
"505","95",2010,"860",0.00510204081632653,196,1
"506","95",2011,"860",0,222,0
"507","95",2012,"860",0,277,0
"508","95",2013,"860",0,255,0
"509","95",2014,"860",0,265,0
"510","95",2015,"860",0,303,0
"511","95",2016,"860",0,300,0
"512","95",2017,"860",0,355,0
"513","416",2002,"942",0,83,0
"514","416",2003,"942",0,121,0
"515","416",2004,"942",0,125,0
"516","416",2005,"942",0,134,0
"517","416",2006,"942",0,127,0
"518","416",2007,"942",0,140,0
"519","416",2008,"942",0,159,0
"520","416",2009,"942",0,192,0
"521","416",2010,"942",0,196,0
"522","416",2011,"942",0.0045045045045045,222,1
"523","416",2012,"942",0,277,0
"524","416",2013,"942",0,255,0
"525","416",2014,"942",0,265,0
"526","416",2015,"942",0,303,0
"527","416",2016,"942",0,300,0
"528","416",2017,"942",0,355,0
"529","127",2002,"1119",0,83,0
"530","127",2003,"1119",0,121,0
"531","127",2004,"1119",0,125,0
"532","127",2005,"1119",0,134,0
"533","127",2006,"1119",0,127,0
"534","127",2007,"1119",0,140,0
"535","127",2008,"1119",0,159,0
"536","127",2009,"1119",0,192,0
"537","127",2010,"1119",0,196,0
"538","127",2011,"1119",0,222,0
"539","127",2012,"1119",0,277,0
"540","127",2013,"1119",0,255,0
"541","127",2014,"1119",0,265,0
"542","127",2015,"1119",0,303,0
"543","127",2016,"1119",0,300,0
"544","127",2017,"1119",0.0028169014084507,355,1
"545","127",2002,"1126",0,83,0
"546","127",2003,"1126",0,121,0
"547","127",2004,"1126",0,125,0
"548","127",2005,"1126",0,134,0
"549","127",2006,"1126",0,127,0
"550","127",2007,"1126",0,140,0
"551","127",2008,"1126",0,159,0
"552","127",2009,"1126",0,192,0
"553","127",2010,"1126",0,196,0
"554","127",2011,"1126",0,222,0
"555","127",2012,"1126",0.0036101083032491,277,1
"556","127",2013,"1126",0,255,0
"557","127",2014,"1126",0,265,0
"558","127",2015,"1126",0,303,0
"559","127",2016,"1126",0,300,0
"560","127",2017,"1126",0,355,0
"561","14",2002,"1350",0,83,0
"562","14",2003,"1350",0,121,0
"563","14",2004,"1350",0,125,0
"564","14",2005,"1350",0.00746268656716418,134,1
"565","14",2006,"1350",0,127,0
"566","14",2007,"1350",0,140,0
"567","14",2008,"1350",0,159,0
"568","14",2009,"1350",0,192,0
"569","14",2010,"1350",0,196,0
"570","14",2011,"1350",0,222,0
"571","14",2012,"1350",0,277,0
"572","14",2013,"1350",0,255,0
"573","14",2014,"1350",0,265,0
"574","14",2015,"1350",0,303,0
"575","14",2016,"1350",0,300,0
"576","14",2017,"1350",0,355,0
"577","14",2002,"1352",0,83,0
"578","14",2003,"1352",0,121,0
"579","14",2004,"1352",0,125,0
